gid,inspire_code,type,name,latitude,longitude
137393,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41671,16.92906
137394,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41677,16.92915
137395,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41682,16.92923
137396,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41691,16.92937
137397,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41701,16.92956
137398,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41707,16.92963
137399,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41713,16.92972
137402,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41259,16.91983
137400,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41718,16.92979
137401,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41724,16.92987
137403,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41265,16.91989
137404,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.4127,16.91996
137405,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41276,16.92001
137406,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.4128,16.92007
137407,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41292,16.9202
137408,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41297,16.92027
137409,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41304,16.92036
137355,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41275,16.92023
137410,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41309,16.92042
137412,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.4132,16.92055
137356,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.4128,16.9203
137357,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41285,16.92036
137359,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41298,16.92052
137451,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41517,16.92541
137452,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41519,16.92551
137453,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.4152,16.92561
137454,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41522,16.92571
137455,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.4153,16.92601
137456,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41532,16.9261
137457,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41534,16.92619
137458,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41537,16.92628
137459,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41543,16.92648
137460,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41545,16.92656
137461,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41548,16.92665
137462,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41551,16.92674
137463,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41554,16.92685
137464,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41557,16.92694
137465,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.4156,16.92703
137466,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41564,16.92713
137467,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41568,16.92724
137413,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41325,16.92062
137469,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41591,16.92761
137470,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41596,16.9277
137471,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41608,16.92786
137472,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41613,16.92794
137473,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41617,16.92802
137474,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41663,16.9287
137475,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41669,16.92878
137476,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41674,16.92886
137477,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.4168,16.92895
137478,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41685,16.92902
137479,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41695,16.92917
137414,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41332,16.9207
137415,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41336,16.92075
137416,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.4134,16.92081
137417,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41346,16.92088
137419,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41357,16.92105
137420,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41364,16.92114
137421,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41369,16.9212
137422,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41413,16.9219
137423,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41418,16.92198
137424,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41424,16.92207
137425,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41429,16.92217
137426,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41434,16.92227
137427,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.4144,16.92238
137428,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41444,16.92247
137429,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41449,16.92257
137430,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41453,16.92266
137431,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41457,16.92276
137432,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41461,16.92287
137433,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41464,16.92295
137434,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41468,16.92304
137435,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41471,16.92313
137436,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41474,16.92322
137437,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.4148,16.92343
137438,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41485,16.92362
137440,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41494,16.92404
137441,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41496,16.92415
137442,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41501,16.92435
137443,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41503,16.92446
137444,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41505,16.92457
137445,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41508,16.92479
137446,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.4151,16.92489
137448,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41512,16.9251
137494,PL.ZIPOP.1393.PP.3064011.2226,drzewo,,52.40753,16.88801
137481,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41708,16.92934
137482,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41715,16.92942
137483,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41721,16.9295
137484,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41726,16.92959
137495,PL.ZIPOP.1393.PP.3064011.2226,drzewo,,52.40763,16.888
137497,PL.ZIPOP.1393.PP.3064011.2226,drzewo,,52.40783,16.88802
137498,PL.ZIPOP.1393.PP.3064011.2226,drzewo,,52.40809,16.88805
137499,PL.ZIPOP.1393.PP.3064011.2226,drzewo,,52.40815,16.88805
137500,PL.ZIPOP.1393.PP.3064011.2226,drzewo,,52.40835,16.88806
137501,PL.ZIPOP.1393.PP.3064011.2226,drzewo,,52.40856,16.88809
137502,PL.ZIPOP.1393.PP.3064011.2226,drzewo,,52.40526,16.88834
137503,PL.ZIPOP.1393.PP.3064011.2226,drzewo,,52.40588,16.88822
137485,PL.ZIPOP.1393.PP.3064011.2226,drzewo,,52.40505,16.88822
137504,PL.ZIPOP.1393.PP.3064011.2226,drzewo,,52.40597,16.88821
137505,PL.ZIPOP.1393.PP.3064011.2226,drzewo,,52.40634,16.88817
137506,PL.ZIPOP.1393.PP.3064011.2226,drzewo,,52.40643,16.88816
137507,PL.ZIPOP.1393.PP.3064011.2226,drzewo,,52.40659,16.88816
137508,PL.ZIPOP.1393.PP.3064011.2226,drzewo,,52.40669,16.88816
137509,PL.ZIPOP.1393.PP.3064011.2226,drzewo,,52.40676,16.88815
137510,PL.ZIPOP.1393.PP.3064011.2226,drzewo,,52.40713,16.88813
137511,PL.ZIPOP.1393.PP.3064011.2226,drzewo,,52.40722,16.88813
137512,PL.ZIPOP.1393.PP.3064011.2226,drzewo,,52.40735,16.88814
137513,PL.ZIPOP.1393.PP.3064011.2226,drzewo,,52.40742,16.88815
137486,PL.ZIPOP.1393.PP.3064011.2226,drzewo,,52.40521,16.88818
137514,PL.ZIPOP.1393.PP.3064011.2226,drzewo,,52.4075,16.88815
137515,PL.ZIPOP.1393.PP.3064011.2226,drzewo,,52.4076,16.88814
137516,PL.ZIPOP.1393.PP.3064011.2226,drzewo,,52.40768,16.88815
137517,PL.ZIPOP.1393.PP.3064011.2226,drzewo,,52.40775,16.88815
137518,PL.ZIPOP.1393.PP.3064011.2226,drzewo,,52.40783,16.88816
137519,PL.ZIPOP.1393.PP.3064011.2226,drzewo,,52.40794,16.88817
137520,PL.ZIPOP.1393.PP.3064011.2226,drzewo,,52.40801,16.88818
137522,PL.ZIPOP.1393.PP.3064011.2226,drzewo,,52.40831,16.88821
137523,PL.ZIPOP.1393.PP.3064011.2226,drzewo,,52.40868,16.88826
137487,PL.ZIPOP.1393.PP.3064011.2226,drzewo,,52.40531,16.88817
137524,PL.ZIPOP.1393.PP.3064011.2226,drzewo,,52.40913,16.88834
137525,PL.ZIPOP.1393.PP.3064011.2226,drzewo,,52.40505,16.88845
137526,PL.ZIPOP.1393.PP.3064011.2226,drzewo,,52.40516,16.88845
137527,PL.ZIPOP.1393.PP.3064011.2226,drzewo,,52.40524,16.88843
137528,PL.ZIPOP.1393.PP.3064011.2226,drzewo,,52.40533,16.88841
137529,PL.ZIPOP.1393.PP.3064011.2226,drzewo,,52.4054,16.88838
137530,PL.ZIPOP.1393.PP.3064011.2226,drzewo,,52.40558,16.88835
137531,PL.ZIPOP.1393.PP.3064011.2226,drzewo,,52.40568,16.88833
137532,PL.ZIPOP.1393.PP.3064011.2226,drzewo,,52.40578,16.88832
137533,PL.ZIPOP.1393.PP.3064011.2226,drzewo,,52.40586,16.88831
137488,PL.ZIPOP.1393.PP.3064011.2226,drzewo,,52.40577,16.88807
137534,PL.ZIPOP.1393.PP.3064011.2226,drzewo,,52.40595,16.8883
137535,PL.ZIPOP.1393.PP.3064011.2226,drzewo,,52.40604,16.88828
137536,PL.ZIPOP.1393.PP.3064011.2226,drzewo,,52.4061,16.88827
137537,PL.ZIPOP.1393.PP.3064011.2226,drzewo,,52.40617,16.88827
137538,PL.ZIPOP.1393.PP.3064011.2226,drzewo,,52.40626,16.88826
137539,PL.ZIPOP.1393.PP.3064011.2226,drzewo,,52.40639,16.88825
137540,PL.ZIPOP.1393.PP.3064011.2226,drzewo,,52.40647,16.88824
137541,PL.ZIPOP.1393.PP.3064011.2226,drzewo,,52.40653,16.88824
137543,PL.ZIPOP.1393.PP.3064011.2226,drzewo,,52.40674,16.88823
137489,PL.ZIPOP.1393.PP.3064011.2226,drzewo,,52.40585,16.88808
137544,PL.ZIPOP.1393.PP.3064011.2226,drzewo,,52.40684,16.88823
137545,PL.ZIPOP.1393.PP.3064011.2226,drzewo,,52.40692,16.88823
137490,PL.ZIPOP.1393.PP.3064011.2226,drzewo,,52.40638,16.88802
137491,PL.ZIPOP.1393.PP.3064011.2226,drzewo,,52.4067,16.88799
137492,PL.ZIPOP.1393.PP.3064011.2226,drzewo,,52.40718,16.888
137493,PL.ZIPOP.1393.PP.3064011.2226,drzewo,,52.40748,16.88801
137609,PL.ZIPOP.1393.PP.3064011.2233,głaz narzutowy,,52.46489,16.94186
137547,PL.ZIPOP.1393.PP.3064011.2226,drzewo,,52.40708,16.88823
137548,PL.ZIPOP.1393.PP.3064011.2226,drzewo,,52.40718,16.88822
137549,PL.ZIPOP.1393.PP.3064011.2226,drzewo,,52.40727,16.88822
137550,PL.ZIPOP.1393.PP.3064011.2226,drzewo,,52.40737,16.88822
137551,PL.ZIPOP.1393.PP.3064011.2226,drzewo,,52.40746,16.88823
137552,PL.ZIPOP.1393.PP.3064011.2226,drzewo,,52.40755,16.88822
137553,PL.ZIPOP.1393.PP.3064011.2226,drzewo,,52.40764,16.88823
137554,PL.ZIPOP.1393.PP.3064011.2226,drzewo,,52.40772,16.88823
137555,PL.ZIPOP.1393.PP.3064011.2226,drzewo,,52.40778,16.88824
137556,PL.ZIPOP.1393.PP.3064011.2226,drzewo,,52.40785,16.88824
137557,PL.ZIPOP.1393.PP.3064011.2226,drzewo,,52.40793,16.88824
137558,PL.ZIPOP.1393.PP.3064011.2226,drzewo,,52.40804,16.88826
137559,PL.ZIPOP.1393.PP.3064011.2226,drzewo,,52.40816,16.88826
137560,PL.ZIPOP.1393.PP.3064011.2226,drzewo,,52.40825,16.88827
137561,PL.ZIPOP.1393.PP.3064011.2226,drzewo,,52.40834,16.88828
137562,PL.ZIPOP.1393.PP.3064011.2226,drzewo,,52.40844,16.88829
137563,PL.ZIPOP.1393.PP.3064011.2226,drzewo,,52.40852,16.8883
137564,PL.ZIPOP.1393.PP.3064011.2226,drzewo,,52.40858,16.88832
137566,PL.ZIPOP.1393.PP.3064011.2226,drzewo,,52.40878,16.88835
137567,PL.ZIPOP.1393.PP.3064011.2226,drzewo,,52.40887,16.88836
137568,PL.ZIPOP.1393.PP.3064011.2226,drzewo,,52.40895,16.88838
137569,PL.ZIPOP.1393.PP.3064011.2226,drzewo,,52.40903,16.8884
137570,PL.ZIPOP.1393.PP.3064011.2226,drzewo,,52.40913,16.88842
137571,PL.ZIPOP.1393.PP.3064011.2226,drzewo,,52.4092,16.88844
137572,PL.ZIPOP.1393.PP.3064011.2226,drzewo,,52.40931,16.88846
137573,PL.ZIPOP.1393.PP.3064011.2226,drzewo,,52.40938,16.88848
137583,PL.ZIPOP.1393.PP.3064011.2227,drzewo,,52.45303,16.89269
137584,PL.ZIPOP.1393.PP.3064011.2227,drzewo,,52.4535,16.89306
137585,PL.ZIPOP.1393.PP.3064011.2227,drzewo,,52.45395,16.89341
137586,PL.ZIPOP.1393.PP.3064011.2227,drzewo,,52.45414,16.89353
137587,PL.ZIPOP.1393.PP.3064011.2227,drzewo,,52.45424,16.89361
137588,PL.ZIPOP.1393.PP.3064011.2227,drzewo,,52.45432,16.8937
137589,PL.ZIPOP.1393.PP.3064011.2227,drzewo,,52.4545,16.89385
137590,PL.ZIPOP.1393.PP.3064011.2227,drzewo,,52.45478,16.89406
137591,PL.ZIPOP.1393.PP.3064011.2227,drzewo,,52.45533,16.8945
137592,PL.ZIPOP.1393.PP.3064011.2227,drzewo,,52.45552,16.89464
137574,PL.ZIPOP.1393.PP.3064011.2227,drzewo,,52.45181,16.89174
137593,PL.ZIPOP.1393.PP.3064011.2227,drzewo,,52.45561,16.89472
137595,PL.ZIPOP.1393.PP.3064011.2227,drzewo,,52.45598,16.89501
137596,PL.ZIPOP.1393.PP.3064011.2227,drzewo,,52.45608,16.89511
137597,PL.ZIPOP.1393.PP.3064011.2227,drzewo,,52.45618,16.89517
137598,PL.ZIPOP.1393.PP.3064011.2227,drzewo,,52.45627,16.89525
137599,PL.ZIPOP.1393.PP.3064011.2227,drzewo,,52.45636,16.89531
137600,PL.ZIPOP.1393.PP.3064011.2227,drzewo,,52.45677,16.89548
137601,PL.ZIPOP.1393.PP.3064011.2227,drzewo,,52.45697,16.89551
137602,PL.ZIPOP.1393.PP.3064011.2227,drzewo,,52.4575,16.8956
137575,PL.ZIPOP.1393.PP.3064011.2227,drzewo,,52.45191,16.89181
137603,PL.ZIPOP.1393.PP.3064011.2227,drzewo,,52.4577,16.89564
137604,PL.ZIPOP.1393.PP.3064011.2227,drzewo,,52.45821,16.89572
137576,PL.ZIPOP.1393.PP.3064011.2227,drzewo,,52.45199,16.89188
137577,PL.ZIPOP.1393.PP.3064011.2227,drzewo,,52.45209,16.89196
137578,PL.ZIPOP.1393.PP.3064011.2227,drzewo,,52.45227,16.8921
137579,PL.ZIPOP.1393.PP.3064011.2227,drzewo,,52.45237,16.89217
137580,PL.ZIPOP.1393.PP.3064011.2227,drzewo,,52.45264,16.89238
137581,PL.ZIPOP.1393.PP.3064011.2227,drzewo,,52.45274,16.89248
137582,PL.ZIPOP.1393.PP.3064011.2227,drzewo,,52.45285,16.89255
137605,PL.ZIPOP.1393.PP.3064011.2229,drzewo,,52.40262,16.90032
137607,PL.ZIPOP.1393.PP.3064011.2231,drzewo,,52.41175,16.92073
137608,PL.ZIPOP.1393.PP.3064011.2232,drzewo,,52.39332,17.00969
137610,PL.ZIPOP.1393.PP.3064011.2234,drzewo,,52.46136,16.82615
137611,PL.ZIPOP.1393.PP.3064011.2235,drzewo,,52.42136,17.06484
137621,PL.ZIPOP.1393.PP.3064011.2631,głaz narzutowy,,52.48804,16.89722
137622,PL.ZIPOP.1393.PP.3064011.3576,głaz narzutowy,,52.41896,16.88388
137613,PL.ZIPOP.1393.PP.3064011.2237,drzewo,,52.40052,17.02037
137614,PL.ZIPOP.1393.PP.3064011.2238,drzewo,,52.39509,17.03009
137615,PL.ZIPOP.1393.PP.3064011.2239,drzewo,,52.43201,16.87827
137616,PL.ZIPOP.1393.PP.3064011.2240,drzewo,,52.4323,16.87841
137617,PL.ZIPOP.1393.PP.3064011.2241,drzewo,,52.43233,16.87832
137618,PL.ZIPOP.1393.PP.3064011.2242,drzewo,,52.43258,16.87846
137619,PL.ZIPOP.1393.PP.3064011.2243,drzewo,,52.43279,16.87867
137620,PL.ZIPOP.1393.PP.3064011.2619,drzewo,,52.48367,16.9643
137632,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30844,16.98386
137633,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30849,16.98431
137634,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30857,16.98501
137635,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30859,16.98514
137636,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.3086,16.98525
137637,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30862,16.98536
137638,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30863,16.98548
137639,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30865,16.9856
137640,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30866,16.98571
137641,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30867,16.98583
137642,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30869,16.98595
137643,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.3087,16.98606
137644,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30872,16.98619
137645,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30875,16.98642
137646,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30876,16.98653
137647,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30877,16.98665
137648,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30879,16.98676
137649,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.3088,16.98688
137650,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30882,16.987
137651,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30883,16.98712
137624,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.3083,16.983
137652,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30884,16.98723
137653,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30886,16.98734
137654,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30887,16.98746
137655,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30889,16.98758
137656,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.3089,16.98769
137657,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30891,16.98781
137658,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30893,16.98793
137660,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30896,16.98816
137661,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30898,16.98839
137625,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30833,16.98309
137662,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30904,16.98885
137663,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30907,16.98907
137664,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30908,16.98919
137665,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30909,16.9893
137666,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30911,16.98941
137667,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30912,16.98953
137668,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30914,16.98965
137669,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30915,16.98977
137670,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30916,16.98985
137671,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30917,16.98993
137626,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30835,16.9832
137672,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30919,16.99006
137674,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30923,16.99041
137675,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30926,16.99069
137676,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30929,16.99088
137677,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.3093,16.99098
137627,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30836,16.98329
137628,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30838,16.98338
137629,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.3084,16.98351
137630,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30841,16.98362
137631,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30842,16.98373
137723,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30849,16.98359
137724,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.3086,16.98424
137725,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30858,16.98442
137726,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30858,16.98453
137727,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30861,16.98465
137728,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30862,16.98477
137730,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30865,16.98511
137731,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30867,16.98525
137732,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30868,16.98535
137733,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30869,16.98547
137734,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.3087,16.98557
137735,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30872,16.9857
137736,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30874,16.98583
137737,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30875,16.98594
137738,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30877,16.98616
137739,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30882,16.98653
137740,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30884,16.98664
137741,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30886,16.98681
137742,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30887,16.98698
137743,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30889,16.9871
137678,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30931,16.9911
137679,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30933,16.99123
137680,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30934,16.99134
137681,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30936,16.99145
137682,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30937,16.99157
137683,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30938,16.99168
137684,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.3094,16.99179
137685,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30941,16.99192
137686,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30943,16.99204
137687,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30944,16.99215
137689,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30947,16.99238
137690,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30951,16.99273
137691,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30953,16.99285
137692,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30954,16.99296
137693,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30958,16.9933
137694,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30962,16.99365
137695,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30963,16.99378
137696,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30966,16.99401
137697,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30967,16.9941
137698,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30969,16.9942
137699,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.3097,16.99433
137700,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30972,16.99449
137701,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30977,16.99484
137702,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30978,16.99494
137703,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30979,16.99506
137704,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30981,16.99517
137705,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30981,16.99529
137706,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30984,16.99541
137707,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30985,16.99553
137708,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30987,16.99575
137709,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.3099,16.99597
137710,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30992,16.99611
137711,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30993,16.99622
137712,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30995,16.99634
137714,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30998,16.99658
137715,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.31002,16.99692
137716,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.31006,16.9972
137717,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.3084,16.98283
137718,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30841,16.98289
137719,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30843,16.98295
137720,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30843,16.98301
137721,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30845,16.98319
